radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,649,1,112,12110,0,17.6513,-19.2223,19021,14,1,1458825826,1725601357,0
GSM,649,1,112,12032,0,17.7396,-19.7168,6773,4,1,1443795019,1693747183,0
GSM,649,1,112,12103,0,17.1587,-18.6315,7641,12,1,1458825826,1735108175,0
GSM,649,1,112,12031,0,17.7732,-19.7728,13538,3,1,1443795030,1693747183,0
GSM,649,1,112,15751,0,17.7237,-19.2449,8360,4,1,1458825826,1716698112,0
GSM,649,1,112,13521,0,18.6793,-19.0475,11526,3,1,1431447152,1691808015,0
GSM,649,1,112,15743,0,17.6645,-19.234,4100,10,1,1458825826,1716698068,0
GSM,649,1,113,11173,0,17.0724,-22.6233,1130,5,1,1456706102,1706679538,0
GSM,649,1,112,15742,0,17.7528,-19.2647,5009,7,1,1458825826,1716007170,0
GSM,649,1,113,11051,0,17.0638,-22.5741,1158,5,1,1458825826,1700804341,0
GSM,649,1,112,13960,0,17.3765,-19.6278,22459,6,1,1458825826,1693742628,0
GSM,649,1,112,16171,0,18.0474,-19.6096,21646,9,1,1443795016,1735108207,0
GSM,649,1,113,10631,0,17.0716,-22.5753,1764,12,1,1458825826,1726548427,0
GSM,649,1,113,17242,0,17.0845,-22.6082,1000,3,1,1450894797,1726548424,0
GSM,649,1,113,11193,0,17.0835,-22.6128,1440,10,1,1458825827,1726548420,0
GSM,649,1,113,17243,0,17.0703,-22.6175,1154,3,1,1457934409,1706679550,0
GSM,649,1,113,17721,0,17.0608,-22.5745,1045,5,1,1458825827,1700804341,0
GSM,649,1,113,14102,0,17.0797,-22.591,1000,6,1,1458825827,1706679581,0
GSM,649,1,113,16073,0,17.0791,-22.606,1000,4,1,1458825827,1726548417,0
GSM,649,1,113,14023,0,17.0812,-22.6188,1000,10,1,1458825827,1702445717,0
GSM,649,1,113,14101,0,17.0742,-22.5822,2578,8,1,1458825827,1706765720,0
GSM,649,1,113,11192,0,17.0937,-22.6132,1131,6,1,1458825827,1726548413,0
GSM,649,1,113,11201,0,17.0853,-22.5774,1000,6,1,1458825827,1726548401,0
GSM,649,1,115,15383,0,17.073,-22.4389,6516,9,1,1458825828,1730548156,0
GSM,649,1,115,10091,0,17.0552,-22.3577,5122,8,1,1458825828,1720070558,0
GSM,649,1,115,10303,0,17.0687,-22.5368,1000,16,1,1458825828,1703309825,0
GSM,649,1,115,14172,0,17.0852,-22.5518,1631,9,1,1458825828,1730548358,0
GSM,649,1,113,14031,0,17.079,-22.5793,1000,7,1,1458825827,1706765597,0
GSM,649,1,115,10302,0,17.0771,-22.5269,1424,12,1,1458825828,1736491403,0
GSM,649,1,115,10042,0,17.0905,-22.5536,2890,30,1,1458825828,1726548394,0
GSM,649,1,115,13822,0,17.0922,-22.5547,1000,12,1,1458825828,1736577786,0
GSM,649,1,115,10093,0,17.062,-22.3871,1906,5,1,1458825828,1703309830,0
GSM,649,1,115,18751,0,17.0749,-22.5343,1672,7,1,1458825829,1736577662,0
GSM,649,1,116,18313,0,18.9712,-22.4499,1000,3,1,1432101535,1730183888,0
GSM,649,1,116,10983,0,18.9348,-22.4329,5392,10,1,1431920647,1736577828,0
GSM,649,1,116,18311,0,18.9638,-22.4423,3956,12,1,1432101535,1735022363,0
GSM,649,1,116,14703,0,17.4527,-22.4576,21661,10,1,1458825829,1734933576,0
GSM,649,1,123,13612,0,24.0208,-17.6954,9016,3,1,1431326564,1691637700,0
GSM,649,1,122,18922,0,15.936,-17.6526,1675,5,1,1458825832,1716611942,0
GSM,649,1,122,18921,0,15.9214,-17.6305,2044,4,1,1458825832,1716611942,0
GSM,649,1,115,11901,0,17.0624,-22.543,1169,15,1,1458825828,1703309893,0
GSM,649,1,115,11111,0,17.0794,-22.5482,1726,10,1,1458825828,1703309820,0
GSM,649,1,115,10602,0,17.0684,-22.5413,1000,11,1,1458825828,1703309820,0
GSM,649,1,116,13920,0,20,-22.2825,10002,26,1,1458825829,1736662749,0
GSM,649,1,116,10163,0,18.9444,-22.4322,8774,23,1,1435151124,1736577825,0
GSM,649,1,116,19842,0,18.9719,-22.4372,9920,12,1,1432101535,1734933548,0
GSM,649,1,115,15803,0,17.0768,-22.5203,1000,10,1,1458825828,1736577609,0
GSM,649,1,116,15391,0,18.927,-22.4227,8332,21,1,1435151177,1736577825,0
GSM,649,1,122,13371,0,15.9732,-17.7514,3406,5,1,1458825832,1735108139,0
GSM,649,1,122,20063,0,15.9728,-17.807,5087,4,1,1445300832,1727065927,0
GSM,649,3,20112,13001,0,16.9041,-21.9672,3205,3,1,1444385306,1703309925,0
GSM,649,1,115,14310,0,17.0909,-22.5508,1000,3,1,1458825828,1720070718,0
GSM,649,1,115,17271,0,17.0767,-22.548,1000,16,1,1458825828,1730183963,0
GSM,649,1,115,15840,0,17.078,-22.5423,1361,3,1,1458825828,1703309825,0
GSM,649,1,116,13882,0,18.6148,-22.3913,12390,23,1,1456557232,1736577817,0
GSM,649,1,116,18312,0,18.9777,-22.4493,1000,12,1,1432101535,1736491331,0
GSM,649,1,122,13372,0,15.9718,-17.7733,2935,4,1,1437400588,1716611946,0
GSM,649,1,122,16593,0,15.9669,-17.7522,4289,6,1,1458825832,1735108139,0
GSM,649,1,122,20193,0,15.9089,-17.5561,2210,4,1,1444127513,1716611937,0
GSM,649,1,123,12240,0,24.1731,-17.6387,5669,4,1,1458825832,1691636841,0
GSM,649,3,20114,14151,0,17.0459,-18.7348,18380,8,1,1458825834,1700286005,0
GSM,649,3,20114,13171,0,17.3435,-19.6531,5867,7,1,1453122102,1703396268,0
GSM,649,3,20115,14091,0,15.9891,-17.9061,5450,5,1,1445420764,1700286046,0
GSM,649,1,115,17272,0,17.0824,-22.5538,1120,16,1,1458825828,1730183963,0
GSM,649,1,116,14702,0,17.5885,-22.443,18544,13,1,1458825829,1736577799,0
GSM,649,1,122,13373,0,15.9714,-17.8153,2828,5,1,1458825832,1712637403,0
GSM,649,1,122,20061,0,15.968,-17.7589,4020,5,1,1437400588,1735108139,0
GSM,649,1,123,13641,0,23.8031,-17.8027,8477,4,1,1458825832,1691638604,0
GSM,649,1,115,18461,0,17.0703,-22.4241,8114,5,1,1458825828,1730548156,0
GSM,649,1,115,19582,0,17.0778,-22.5193,1000,9,1,1446396595,1736577609,0
GSM,649,1,116,10991,0,19.9753,-22.2867,22092,25,1,1458825829,1736662749,0
GSM,649,1,116,15401,0,17.697,-22.4045,9152,18,1,1432110368,1736577799,0
GSM,649,1,115,19583,0,17.0774,-22.519,1000,8,1,1446396595,1736577696,0
GSM,649,1,116,14431,0,19.4708,-22.3368,25232,25,1,1451978786,1736577837,0
GSM,649,1,116,10990,0,19.9512,-22.2891,27688,25,1,1458825829,1736662749,0
GSM,649,1,116,10142,0,18.4605,-22.4025,20409,23,1,1458825829,1736577814,0
GSM,649,1,116,19843,0,18.9446,-22.4303,7226,16,1,1435151177,1735191467,0
GSM,649,1,122,12153,0,15.9062,-17.646,6679,5,1,1458825832,1735108136,0
GSM,649,1,123,13611,0,23.8752,-17.7495,19556,5,1,1458825832,1691637700,0
GSM,649,1,122,20201,0,15.9565,-17.6965,1000,2,1,1437400591,1725601441,0
GSM,649,1,123,13603,0,23.5509,-17.8429,19271,3,1,1440912351,1691638604,0
GSM,649,3,20115,18002,0,15.9537,-17.8784,5064,3,1,1445420764,1700286049,0
GSM,649,3,20114,13123,0,17.3399,-19.6513,5762,7,1,1453184394,1703396268,0
GSM,649,3,20115,17011,0,15.9064,-17.5603,3030,2,1,1433723645,1700286060,0
GSM,649,1,116,10140,0,18.516,-22.3977,13000,23,1,1446628967,1736577811,0
GSM,649,1,116,10992,0,19.8641,-22.3037,18971,26,1,1458825829,1736577841,0
GSM,649,1,116,15392,0,18.8708,-22.4199,17429,18,1,1435151177,1736577825,0
GSM,649,1,122,16583,0,15.9093,-17.5668,5045,5,1,1437400591,1716611937,0
GSM,649,1,123,19613,0,24.2845,-17.4885,1000,2,1,1429514871,1691634041,0
GSM,649,1,122,20203,0,15.9628,-17.7335,4525,5,1,1437400588,1735108139,0
GSM,649,1,123,13613,0,23.7723,-17.8877,10798,4,1,1458825832,1691638604,0
GSM,649,1,123,13602,0,23.5739,-17.8536,15915,3,1,1431326564,1691639500,0
GSM,649,3,20115,14073,0,15.9903,-17.9026,8516,5,1,1445420764,1700286049,0
GSM,649,3,20115,17002,0,15.9895,-17.8305,5169,2,1,1432102695,1690848458,0
GSM,649,1,112,13132,0,16.7795,-18.4587,18945,7,1,1459311924,1735108164,0
GSM,649,1,112,12811,0,16.9054,-18.4766,14919,9,1,1459148999,1735108170,0
GSM,649,1,102,19991,0,17.3558,-19.6396,1911,3,1,1462165645,1693744425,0
GSM,649,1,102,19993,0,17.3312,-19.6626,2752,4,1,1462165645,1693744425,0
GSM,649,1,102,19992,0,17.33,-19.6722,5395,6,1,1462165645,1693745387,0
GSM,649,3,20112,18602,0,18.9762,-22.4544,1000,5,1,1462460830,1693774423,0
GSM,649,3,20112,18601,0,18.991,-22.4442,3358,10,1,1462460829,1712119142,0
GSM,649,3,20112,18542,0,19.0018,-22.4443,8250,12,1,1462460829,1712119142,0
GSM,649,3,20112,18543,0,19.0016,-22.4376,4137,11,1,1462460829,1712119142,0
GSM,649,3,20112,18531,0,19.0009,-22.4455,8230,8,1,1462622714,1712119140,0
GSM,649,3,20112,18603,0,18.9555,-22.4405,5407,7,1,1462622714,1712119140,0
GSM,649,1,112,18131,0,17.7106,-19.2512,1000,2,1,1463335885,1716007174,0
GSM,649,1,112,18132,0,17.7112,-19.2528,1000,4,1,1463357309,1716007161,0
GSM,649,1,100,15760,0,17.0911,-22.572,1000,4,1,1463585062,1706765824,0
GSM,649,3,20111,10082,0,17.3733,-22.4582,10762,4,1,1463611871,1712119106,0
GSM,649,3,20111,10081,0,17.3623,-22.4817,11400,3,1,1463580352,1712119106,0
GSM,649,1,108,12082,0,15.898,-17.398,10694,19,1,1466709069,1726290077,0
GSM,649,3,20115,17021,0,15.9227,-17.4339,6073,8,1,1466709069,1700976918,0
GSM,649,3,20115,17183,0,15.9508,-17.4818,7189,6,1,1466709069,1700286065,0
GSM,649,3,20115,17072,0,15.9417,-17.4924,6247,3,1,1466709069,1700286060,0
GSM,649,3,20115,17022,0,15.9239,-17.4758,6099,9,1,1466709069,1700372120,0
GSM,649,3,20115,17023,0,15.894,-17.4546,8023,5,1,1466709511,1700372120,0
GSM,649,3,20115,17071,0,15.9088,-17.4887,4254,3,1,1466709511,1700286099,0
GSM,649,3,20115,17132,0,15.904,-17.4251,11261,8,1,1466814471,1700976930,0
GSM,649,1,115,15382,0,17.0749,-22.4418,4003,5,1,1467814515,1730548156,0
GSM,649,1,115,17481,0,17.0643,-22.3912,8875,9,1,1467835796,1720070558,0
GSM,649,1,115,17483,0,17.0785,-22.4699,2100,9,1,1467814515,1730548156,0
GSM,649,1,115,10092,0,17.0689,-22.4054,1000,4,1,1467835795,1703309830,0
GSM,649,1,115,17484,0,17.0784,-22.4675,1734,8,1,1467814515,1730548156,0
GSM,649,3,20114,13332,0,17.3349,-19.6654,4278,4,1,1468815211,1703396268,0
GSM,649,3,20112,13022,0,16.4923,-21.9089,11183,2,1,1468984228,1703309949,0
GSM,649,1,108,13061,0,15.9877,-17.9047,4945,7,1,1470050593,1735108143,0
GSM,649,1,108,13052,0,15.9909,-17.9103,1116,4,1,1470050593,1725601434,0
GSM,649,1,108,20041,0,15.9876,-17.9063,1000,4,1,1470050593,1727065928,0
GSM,649,1,107,12593,0,16.3521,-18.2262,10836,12,1,1470273351,1727065937,0
GSM,649,1,107,15361,0,16.4023,-18.2654,17311,9,1,1470418789,1725601409,0
GSM,649,1,108,12303,0,15.8861,-17.4061,3077,9,1,1470904002,1734763753,0
GSM,649,1,108,19723,0,15.993,-17.9182,1000,3,1,1470989154,1735108146,0
GSM,649,1,107,19123,0,16.3706,-18.1949,4993,6,1,1470989153,1725601413,0
GSM,649,3,20115,14063,0,16.0669,-17.9527,11711,6,1,1470966266,1700286046,0
GSM,649,1,108,12513,0,15.9945,-17.9195,1000,4,1,1470989154,1712637408,0
GSM,649,1,107,20473,0,16.1443,-17.9942,1285,6,1,1470989154,1727065933,0
GSM,649,1,107,19121,0,16.3545,-18.1718,4346,5,1,1470989153,1727065935,0
GSM,649,1,108,18902,0,15.9889,-17.9121,1000,2,1,1470966291,1727065928,0
GSM,649,1,107,20472,0,16.156,-18.0019,3570,7,1,1470989154,1727065933,0
GSM,649,3,20115,14052,0,16.3254,-18.1697,7887,4,1,1471089181,1700286038,0
GSM,649,1,102,12090,0,17.3379,-19.6666,5663,5,1,1471476098,1693745387,0
GSM,649,1,107,16571,0,16.5778,-18.3577,1574,4,1,1471490047,1725601405,0
GSM,649,1,115,17482,0,17.0799,-22.4491,2490,18,1,1472857540,1730548172,0
GSM,649,1,122,12151,0,15.9248,-17.636,3437,6,1,1473343423,1735108136,0
GSM,649,1,122,12152,0,15.9313,-17.6468,2074,4,1,1473343423,1716611942,0
GSM,649,3,20112,13043,0,16.8473,-21.4266,15661,3,1,1473696266,1691988933,0
GSM,649,3,20112,13052,0,16.8391,-21.3588,8366,2,1,1473696266,1690518834,0
GSM,649,1,116,19352,0,19.0082,-22.4376,1912,11,1,1473875766,1736577831,0
GSM,649,1,108,17582,0,15.8782,-17.46,3647,10,1,1473984139,1725601453,0
GSM,649,1,116,11962,0,19.027,-22.4298,7518,14,1,1474172856,1736577831,0
GSM,649,3,20114,13112,0,16.8887,-20.1727,14301,3,1,1474845888,1703396254,0
GSM,649,3,20115,17133,0,15.8915,-17.3935,6999,10,1,1475303527,1700976918,0
GSM,649,3,20114,13133,0,18.0856,-19.5676,2263,3,1,1475855724,1703396288,0
GSM,649,1,116,15731,0,19.7283,-22.3134,15015,23,1,1475924726,1736577841,0
GSM,649,1,116,15730,0,19.6718,-22.3191,16722,23,1,1476010067,1736577837,0
GSM,649,3,20114,13131,0,18.0939,-19.5604,2299,4,1,1476194744,1703396288,0
GSM,649,3,20111,10063,0,17.4684,-22.494,4213,7,1,1478775210,1712119109,0
GSM,649,3,20112,10282,0,17.6083,-22.4355,16380,8,1,1478775210,1712119113,0
GSM,649,3,20111,10062,0,17.486,-22.4911,2410,6,1,1478775210,1712119109,0
GSM,649,3,20115,14111,0,17.1717,-18.7112,12096,3,1,1479201771,1700285996,0
GSM,649,1,108,17581,0,15.8829,-17.4126,5215,6,1,1482601743,1726290323,0
GSM,649,1,123,12241,0,24.1985,-17.6219,3484,3,1,1485489468,1691636841,0
GSM,649,1,112,19622,0,18.1069,-19.5771,6675,9,1,1486289837,1725601299,0
GSM,649,3,20114,13132,0,18.0962,-19.5632,2027,2,1,1486546435,1703396288,0
GSM,649,1,108,18792,0,15.8989,-17.3897,2443,5,1,1490617836,1716266172,0
GSM,649,1,108,12302,0,15.8933,-17.398,3154,14,1,1490617836,1726032226,0
GSM,649,1,108,19632,0,15.8942,-17.3872,3088,19,1,1490617836,1726290077,0
GSM,649,1,108,16513,0,15.8931,-17.3843,4303,18,1,1490617836,1734763756,0
GSM,649,3,20112,13042,0,16.8829,-21.6947,1631,2,1,1492352979,1690519734,0
GSM,649,1,116,11783,0,19.0421,-22.0807,17491,9,1,1492453800,1735191463,0
GSM,649,1,116,11961,-1,19.0304,-22.4101,19215,16,1,1493897716,1736491327,0
GSM,649,1,116,11782,-1,19.0429,-22.1224,12838,8,1,1494227209,1735191463,0
GSM,649,1,116,10162,-1,19.0055,-22.429,9440,24,1,1494247186,1736491327,0
GSM,649,3,20112,13051,-1,16.8208,-21.1036,9158,3,1,1554974465,1691986689,0
GSM,649,3,20112,18581,-1,19.9963,-22.2831,5494,14,1,1678645766,1711948984,0
GSM,649,3,20112,18123,-1,20.005,-22.2807,2825,15,1,1678645766,1711948984,0
GSM,649,3,20112,18122,-1,20.005,-22.2807,2825,15,1,1678645766,1711948984,0
GSM,649,3,20112,18121,-1,20.0033,-22.2806,2907,8,1,1678645766,1703482379,0
GSM,649,1,116,15732,-1,19.5925,-22.3285,23414,24,1,1678719664,1736577837,0
GSM,649,1,116,14430,-1,19.3755,-22.341,16045,25,1,1678720581,1736577835,0
GSM,649,1,116,14432,-1,19.4089,-22.3403,20536,24,1,1678720581,1736577837,0
GSM,649,1,116,15321,-1,19.2706,-22.3528,9826,22,1,1678721498,1736577835,0
GSM,649,1,116,15320,-1,19.2641,-22.3547,23708,26,1,1678721498,1736577833,0
GSM,649,1,116,15322,-1,19.1757,-22.377,9600,22,1,1678722438,1736577833,0
GSM,649,1,116,15633,-1,19.0036,-22.4384,5852,15,1,1678723254,1736577825,0
GSM,649,1,116,15390,-1,18.926,-22.4224,8406,20,1,1678724182,1736577825,0
GSM,649,1,116,13881,-1,18.7492,-22.4046,6440,16,1,1678725099,1736491339,0
GSM,649,1,116,10141,-1,18.5354,-22.3965,11007,22,1,1678725962,1736577814,0
GSM,649,1,116,19800,-1,18.5019,-22.3959,16973,20,1,1678725962,1736577814,0
GSM,649,1,116,15531,-1,18.3693,-22.3741,19630,20,1,1678727803,1736577809,0
GSM,649,1,116,15530,-1,18.2231,-22.3593,19677,20,1,1678727803,1736577805,0
GSM,649,1,116,10871,-1,17.9877,-22.3736,26525,18,1,1678729585,1736577805,0
GSM,649,3,20111,10083,-1,17.2558,-22.5491,3451,6,1,1678734113,1712032460,0
GSM,649,1,100,2553,-1,17.1096,-22.5744,1168,8,1,1678735127,1732781402,0
GSM,649,1,113,3672,-1,17.0775,-22.6156,1000,4,1,1678754840,1726548417,0
GSM,649,1,113,17841,-1,17.0826,-22.6121,1000,2,1,1678751198,1706679535,0
GSM,649,1,113,11351,-1,17.0852,-22.6125,1365,3,1,1678744892,1726548417,0
GSM,649,1,103,1691,-1,17.2349,-22.5523,2556,9,1,1678756629,1736491384,0
GSM,649,1,103,17621,-1,17.2423,-22.5514,6845,10,1,1678756629,1736491384,0
GSM,649,1,116,10161,-1,18.9369,-22.4199,8181,18,1,1678765609,1736577825,0
GSM,649,1,116,1331,-1,18.9647,-22.442,6495,16,1,1678767437,1736491331,0
GSM,649,1,116,10982,-1,18.993,-22.4439,3617,19,1,1678767437,1736577831,0
GSM,649,1,116,1333,-1,18.9623,-22.4405,2904,6,1,1678766519,1735022363,0
GSM,649,1,116,19356,-1,18.9792,-22.4473,2419,9,1,1678767437,1734933550,0
GSM,649,1,116,15631,-1,19.0628,-22.4102,9485,22,1,1678768413,1736577831,0
GSM,649,1,116,15632,-1,19.0481,-22.4204,5274,17,1,1678768413,1736577831,0
GSM,649,1,116,19351,-1,19.0137,-22.4357,1000,4,1,1678768413,1730183880,0
GSM,649,3,20114,13121,-1,17.351,-19.6481,4478,5,1,1684744852,1703396271,0
GSM,649,3,20114,13122,-1,17.3432,-19.6552,5690,6,1,1684744852,1703396268,0
GSM,649,3,20114,13333,-1,17.5763,-19.4707,1000,2,1,1684745752,1693191754,0
GSM,649,3,20114,13161,-1,17.3653,-19.6452,1669,2,1,1684744852,1703396264,0
GSM,649,3,20114,13331,-1,17.5809,-19.464,1782,3,1,1684745752,1693191754,0
GSM,649,3,20114,19482,-1,17.7095,-19.2656,1001,3,1,1684746659,1700285975,0
GSM,649,3,20114,14002,-1,17.7095,-19.2656,1001,3,1,1684746659,1700285973,0
GSM,649,3,20114,14003,-1,17.657,-19.236,7444,4,1,1684746659,1700285975,0
GSM,649,3,20114,14203,-1,17.7095,-19.2656,1001,3,1,1684746659,1700285975,0
GSM,649,3,20114,14202,-1,17.7095,-19.2656,1001,3,1,1684746659,1700285975,0
GSM,649,3,20114,14013,-1,17.5252,-19.1235,5937,4,1,1684747572,1700285979,0
GSM,649,1,112,3383,-1,17.2931,-18.8165,9431,6,1,1684891378,1727065954,0
GSM,649,1,103,16605,-1,16.9385,-22.0542,2598,2,1,1684915180,1703309845,0
GSM,649,1,103,2681,-1,16.9385,-22.0542,2598,2,1,1684915180,1703309879,0
GSM,649,1,115,1291,-1,17.0769,-22.5216,1000,4,1,1684916980,1736577618,0
GSM,649,3,20111,60094,-1,17.2027,-22.5607,2154,3,1,1689474483,1712119102,0
GSM,649,3,20111,60091,-1,17.2103,-22.5577,1318,2,1,1689474483,1703309882,0
GSM,649,3,20111,60093,-1,17.2027,-22.5607,2154,3,1,1689474483,1712119102,0
GSM,649,3,20112,18501,-1,18.3573,-22.3775,15768,4,1,1689481003,1712119126,0
GSM,649,3,20112,18511,-1,18.5414,-22.4031,11232,3,1,1689481003,1712119132,0
GSM,649,3,20112,18532,-1,18.9539,-22.4366,1550,2,1,1689482802,1712119137,0
GSM,649,1,123,17982,-1,24.2953,-17.4897,1000,2,1,1690167206,1691634041,0
GSM,649,1,123,4272,-1,23.5015,-17.873,1867,2,1,1690172900,1691639500,0
GSM,649,1,123,4271,-1,23.5015,-17.873,1867,2,1,1690172900,1691639500,0
GSM,649,1,106,12235,-1,21.5284,-18.1066,3076,2,1,1690184056,1690257322,0
GSM,649,1,106,3863,-1,21.5725,-18.112,1831,2,1,1690184999,1690256391,0
GSM,649,1,106,3861,-1,21.5725,-18.112,1831,2,1,1690184999,1690256391,0
GSM,649,1,106,12234,-1,21.4994,-18.1039,1000,1,1,1690257322,1690257322,0
GSM,649,1,106,3133,-1,21.2488,-18.0032,1000,1,1,1690258280,1690258280,0
GSM,649,1,106,3041,-1,20.6021,-18.0116,13352,2,1,1690262649,1691725735,0
GSM,649,1,106,3043,-1,20.7337,-18.0452,1057,2,1,1690260057,1691725735,0
GSM,649,1,106,3042,-1,20.7434,-18.0471,1000,1,1,1690260057,1690260057,0
GSM,649,1,106,16505,-1,20.3747,-17.9415,1000,1,1,1690263528,1690263528,0
GSM,649,1,106,3201,-1,20.4803,-17.98,1000,1,1,1690262649,1690262649,0
GSM,649,1,106,4013,-1,20.3736,-17.9413,1000,2,1,1690263528,1691728903,0
GSM,649,1,106,2022,-1,19.8634,-17.929,1000,1,1,1690265343,1690265343,0
GSM,649,1,106,1800,-1,19.8634,-17.929,1000,1,1,1690265343,1690265343,0
GSM,649,1,106,3533,-1,19.9039,-17.9322,4301,2,1,1690265343,1691730701,0
GSM,649,1,106,3931,-1,19.8634,-17.929,1000,1,1,1690265343,1690265343,0
GSM,649,1,106,13566,-1,19.9039,-17.9322,4301,2,1,1690265343,1691730701,0
GSM,649,1,106,15902,-1,19.7195,-17.9242,1000,2,1,1690267171,1691733418,0
GSM,649,1,106,20453,-1,19.7333,-17.9344,2292,3,1,1690267171,1691800648,0
GSM,649,1,106,17916,-1,19.7306,-17.9253,1542,2,1,1690267171,1691800648,0
GSM,649,1,106,1111,-1,19.6768,-17.8821,1000,3,1,1690269014,1691798789,0
GSM,649,1,106,1115,-1,19.6775,-17.8782,1000,1,1,1690269014,1690269014,0
GSM,649,1,106,2583,-1,19.6762,-17.8849,1000,1,1,1690330512,1690330512,0
GSM,649,1,106,3933,-1,19.6762,-17.8849,1000,1,1,1690330512,1690330512,0
GSM,649,1,106,20452,-1,19.7389,-17.9528,1000,1,1,1690331420,1690331420,0
GSM,649,1,106,13551,-1,19.4769,-18.203,2283,2,1,1690333427,1691802421,0
GSM,649,1,106,13553,-1,19.3997,-18.2873,10134,2,1,1690333427,1691803331,0
GSM,649,1,106,12342,-1,18.901,-18.8215,2672,2,1,1690337827,1691807094,0
GSM,649,1,106,12343,-1,18.901,-18.8215,2672,2,1,1690337827,1691807094,0
GSM,649,1,106,12341,-1,18.901,-18.8215,2672,2,1,1690337827,1691807094,0
GSM,649,1,112,1912,-1,17.9632,-19.4336,8356,4,1,1690350247,1727065966,0
GSM,649,1,112,3961,-1,17.6727,-19.2361,6474,6,1,1690352039,1727065962,0
GSM,649,3,20114,14223,-1,17.6237,-19.1176,1909,2,1,1690504113,1691972768,0
GSM,649,3,20114,14221,-1,17.6237,-19.1176,1909,2,1,1690504113,1691972768,0
GSM,649,3,20114,13162,-1,17.0472,-20.0008,12342,3,1,1690510053,1703396257,0
GSM,649,3,20114,13101,-1,16.8676,-20.1997,10581,2,1,1690510952,1691981430,0
GSM,649,3,20114,13102,-1,16.8381,-20.2426,16872,3,1,1690511852,1703396254,0
GSM,649,3,20114,13111,-1,16.9902,-20.0621,12693,3,1,1690510952,1703396261,0
GSM,649,3,20114,13091,-1,16.8381,-20.2426,16872,3,1,1690511852,1703396254,0
GSM,649,3,20114,13093,-1,16.774,-20.3319,1000,1,1,1690511852,1690511852,0
GSM,649,3,20114,13092,-1,16.7969,-20.2962,4633,3,1,1690511852,1703396254,0
GSM,649,3,20112,13381,-1,16.7596,-20.6339,1000,2,1,1690515093,1691984846,0
GSM,649,3,20112,13382,-1,16.7616,-20.6419,1000,1,1,1690515093,1690515093,0
GSM,649,3,20114,13062,-1,16.8238,-21.1447,1796,2,1,1690516970,1691986689,0
GSM,649,3,20111,61152,-1,16.905,-21.9613,2579,2,1,1690520672,1703309925,0
GSM,649,3,20111,60351,-1,17.0709,-22.4187,2526,3,1,1690528203,1703309917,0
GSM,649,3,20111,60352,-1,17.0709,-22.4187,2526,3,1,1690528203,1703309917,0
GSM,649,3,20111,60611,-1,17.0709,-22.4187,2526,3,1,1690528203,1703309917,0
GSM,649,3,20111,60613,-1,17.0709,-22.4187,2526,3,1,1690528203,1703309913,0
GSM,649,3,20111,60353,-1,17.0709,-22.4187,2526,3,1,1690528203,1703309917,0
GSM,649,3,20112,60313,-1,17.0576,-22.3725,12476,3,1,1690528203,1703309917,0
GSM,649,3,20111,60362,-1,17.0996,-22.5652,1000,2,1,1690529103,1712032466,0
GSM,649,3,20111,60363,-1,17.0963,-22.5583,1000,1,1,1690529103,1690529103,0
GSM,649,3,20111,60111,-1,17.098,-22.5611,1000,2,1,1690529103,1703309887,0
GSM,649,3,20111,60361,-1,17.0849,-22.5481,1634,2,1,1690529103,1703309892,0
GSM,649,3,20111,60103,-1,17.1101,-22.5764,1751,6,1,1690529977,1712119099,0
GSM,649,3,20111,60113,-1,17.0988,-22.5666,1242,3,1,1690529103,1712032466,0
GSM,649,3,20111,60632,-1,17.105,-22.5722,1077,4,1,1690529977,1712032466,0
GSM,649,3,20111,60631,-1,17.1057,-22.5723,1123,3,1,1690529977,1703309887,0
GSM,649,3,20111,60101,-1,17.1101,-22.5764,1751,6,1,1690529977,1712119098,0
GSM,649,3,20111,60102,-1,17.1031,-22.5775,2794,5,1,1690529977,1712118987,0
GSM,649,1,116,2850,-1,19.9518,-22.2913,11386,16,1,1690739774,1736662749,0
GSM,649,1,116,11781,-1,19.0674,-22.0195,8331,10,1,1690790023,1735191461,0
GSM,649,1,116,11853,-1,19.049,-21.7113,9115,9,1,1690791338,1735191456,0
GSM,649,1,116,11851,-1,19.0395,-21.6019,11847,10,1,1690791876,1735191454,0
GSM,649,1,116,3051,-1,18.9771,-21.4893,11438,10,1,1690792739,1735191454,0
GSM,649,1,116,3050,-1,18.9627,-21.4715,12082,10,1,1690792739,1735191452,0
GSM,649,1,116,14263,-1,18.7748,-21.1731,9368,12,1,1690795497,1735191447,0
GSM,649,1,116,14266,-1,18.7744,-21.1739,9299,11,1,1690795497,1735191447,0
GSM,649,1,116,16161,-1,18.7434,-21.1584,27042,11,1,1690795497,1735191444,0
GSM,649,1,116,14262,-1,18.7844,-21.1794,8422,11,1,1690795497,1735191447,0
GSM,649,1,116,14265,-1,18.7807,-21.1822,8219,9,1,1690795497,1735191447,0
GSM,649,1,116,14261,-1,18.7684,-21.1426,2420,7,1,1690795497,1735191447,0
GSM,649,1,116,2982,-1,18.6116,-21.0698,15783,9,1,1690796415,1735191444,0
GSM,649,1,116,2981,-1,18.5328,-21.0287,9597,9,1,1690797356,1735191440,0
GSM,649,1,116,2983,-1,18.5427,-21.0349,9520,10,1,1690797356,1735191440,0
